Tonnes Co2e,country_full,country,sector,subsector,start,end
0,Armenia,ARM,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Armenia,ARM,oil and gas,oil refining,2020-01-01,2021-01-01
0,Armenia,ARM,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
1277000,Armenia,ARM,power,electricity generation,2020-01-01,2021-01-01
0,Armenia,ARM,power,other energy use,2020-01-01,2021-01-01
151049,Armenia,ARM,transport,aviation,2020-01-01,2021-01-01
0,Armenia,ARM,transport,other transportation,2020-01-01,2021-01-01
0,Armenia,ARM,transport,railways,2020-01-01,2021-01-01
1736760,Armenia,ARM,transport,roads,2020-01-01,2021-01-01
0,Armenia,ARM,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,Armenia,ARM,waste,open burning waste,2020-01-01,2021-01-01
299600,Armenia,ARM,waste,solid waste disposal,2020-01-01,2021-01-01
144200,Armenia,ARM,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
,American Samoa,ASM,agriculture,cropland fires,2020-01-01,2021-01-01
,American Samoa,ASM,agriculture,enteric fermentation,2020-01-01,2021-01-01
,American Samoa,ASM,agriculture,managed soils,2020-01-01,2021-01-01
,American Samoa,ASM,agriculture,manure management,2020-01-01,2021-01-01
0,American Samoa,ASM,agriculture,rice cultivation,2020-01-01,2021-01-01
0,American Samoa,ASM,buildings,cooking,2020-01-01,2021-01-01
0,American Samoa,ASM,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
0,American Samoa,ASM,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,American Samoa,ASM,extraction,bauxite mining,2020-01-01,2021-01-01
,American Samoa,ASM,extraction,coal mining,2020-01-01,2021-01-01
0,American Samoa,ASM,extraction,copper mining,2020-01-01,2021-01-01
0,American Samoa,ASM,extraction,iron mining,2020-01-01,2021-01-01
0,American Samoa,ASM,extraction,rock quarry,2020-01-01,2021-01-01
0,American Samoa,ASM,extraction,sand quarry,2020-01-01,2021-01-01
,American Samoa,ASM,manufacturing,aluminum,2020-01-01,2021-01-01
,American Samoa,ASM,manufacturing,cement production,2020-01-01,2021-01-01
,American Samoa,ASM,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,American Samoa,ASM,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,American Samoa,ASM,manufacturing,glass production,2020-01-01,2021-01-01
,American Samoa,ASM,manufacturing,lime production,2020-01-01,2021-01-01
,American Samoa,ASM,manufacturing,nitric acid production,2020-01-01,2021-01-01
353,American Samoa,ASM,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,American Samoa,ASM,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,American Samoa,ASM,manufacturing,pulp paper,2020-01-01,2021-01-01
,American Samoa,ASM,manufacturing,steel,2020-01-01,2021-01-01
0,American Samoa,ASM,maritime,shipping,2020-01-01,2021-01-01
0,American Samoa,ASM,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,American Samoa,ASM,oil and gas,oil refining,2020-01-01,2021-01-01
0,American Samoa,ASM,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
138000,American Samoa,ASM,power,electricity generation,2020-01-01,2021-01-01
0,American Samoa,ASM,power,other energy use,2020-01-01,2021-01-01
5195,American Samoa,ASM,transport,aviation,2020-01-01,2021-01-01
0,American Samoa,ASM,transport,other transportation,2020-01-01,2021-01-01
0,American Samoa,ASM,transport,railways,2020-01-01,2021-01-01
,American Samoa,ASM,transport,roads,2020-01-01,2021-01-01
0,American Samoa,ASM,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,American Samoa,ASM,waste,open burning waste,2020-01-01,2021-01-01
8260,American Samoa,ASM,waste,solid waste disposal,2020-01-01,2021-01-01
2344,American Samoa,ASM,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
,Antarctica,ATA,agriculture,cropland fires,2020-01-01,2021-01-01
,Antarctica,ATA,agriculture,enteric fermentation,2020-01-01,2021-01-01
,Antarctica,ATA,agriculture,managed soils,2020-01-01,2021-01-01
,Antarctica,ATA,agriculture,manure management,2020-01-01,2021-01-01
0,Antarctica,ATA,agriculture,rice cultivation,2020-01-01,2021-01-01
0,Antarctica,ATA,buildings,cooking,2020-01-01,2021-01-01
0,Antarctica,ATA,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
0,Antarctica,ATA,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Antarctica,ATA,extraction,bauxite mining,2020-01-01,2021-01-01
,Antarctica,ATA,extraction,coal mining,2020-01-01,2021-01-01
0,Antarctica,ATA,extraction,copper mining,2020-01-01,2021-01-01
0,Antarctica,ATA,extraction,iron mining,2020-01-01,2021-01-01
0,Antarctica,ATA,extraction,rock quarry,2020-01-01,2021-01-01
0,Antarctica,ATA,extraction,sand quarry,2020-01-01,2021-01-01
,Antarctica,ATA,manufacturing,aluminum,2020-01-01,2021-01-01
,Antarctica,ATA,manufacturing,cement production,2020-01-01,2021-01-01
,Antarctica,ATA,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Antarctica,ATA,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Antarctica,ATA,manufacturing,glass production,2020-01-01,2021-01-01
,Antarctica,ATA,manufacturing,lime production,2020-01-01,2021-01-01
,Antarctica,ATA,manufacturing,nitric acid production,2020-01-01,2021-01-01
0,Antarctica,ATA,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Antarctica,ATA,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Antarctica,ATA,manufacturing,pulp paper,2020-01-01,2021-01-01
,Antarctica,ATA,manufacturing,steel,2020-01-01,2021-01-01
0,Antarctica,ATA,maritime,shipping,2020-01-01,2021-01-01
0,Antarctica,ATA,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Antarctica,ATA,oil and gas,oil refining,2020-01-01,2021-01-01
0,Antarctica,ATA,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
,Antarctica,ATA,power,electricity generation,2020-01-01,2021-01-01
0,Antarctica,ATA,power,other energy use,2020-01-01,2021-01-01
,Antarctica,ATA,transport,aviation,2020-01-01,2021-01-01
0,Antarctica,ATA,transport,other transportation,2020-01-01,2021-01-01
0,Antarctica,ATA,transport,railways,2020-01-01,2021-01-01
,Antarctica,ATA,transport,roads,2020-01-01,2021-01-01
0,Antarctica,ATA,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,Antarctica,ATA,waste,open burning waste,2020-01-01,2021-01-01
0,Antarctica,ATA,waste,solid waste disposal,2020-01-01,2021-01-01
0,Antarctica,ATA,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
,French Southern Territories,ATF,agriculture,cropland fires,2020-01-01,2021-01-01
,French Southern Territories,ATF,agriculture,enteric fermentation,2020-01-01,2021-01-01
,French Southern Territories,ATF,agriculture,managed soils,2020-01-01,2021-01-01
,French Southern Territories,ATF,agriculture,manure management,2020-01-01,2021-01-01
0,French Southern Territories,ATF,agriculture,rice cultivation,2020-01-01,2021-01-01
0,French Southern Territories,ATF,buildings,cooking,2020-01-01,2021-01-01
0,French Southern Territories,ATF,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
0,French Southern Territories,ATF,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,French Southern Territories,ATF,extraction,bauxite mining,2020-01-01,2021-01-01
,French Southern Territories,ATF,extraction,coal mining,2020-01-01,2021-01-01
0,French Southern Territories,ATF,extraction,copper mining,2020-01-01,2021-01-01
0,French Southern Territories,ATF,extraction,iron mining,2020-01-01,2021-01-01
0,French Southern Territories,ATF,extraction,rock quarry,2020-01-01,2021-01-01
0,French Southern Territories,ATF,extraction,sand quarry,2020-01-01,2021-01-01
,French Southern Territories,ATF,manufacturing,aluminum,2020-01-01,2021-01-01
,French Southern Territories,ATF,manufacturing,cement production,2020-01-01,2021-01-01
,French Southern Territories,ATF,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,French Southern Territories,ATF,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,French Southern Territories,ATF,manufacturing,glass production,2020-01-01,2021-01-01
,French Southern Territories,ATF,manufacturing,lime production,2020-01-01,2021-01-01
,French Southern Territories,ATF,manufacturing,nitric acid production,2020-01-01,2021-01-01
0,French Southern Territories,ATF,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,French Southern Territories,ATF,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,French Southern Territories,ATF,manufacturing,pulp paper,2020-01-01,2021-01-01
,French Southern Territories,ATF,manufacturing,steel,2020-01-01,2021-01-01
0,French Southern Territories,ATF,maritime,shipping,2020-01-01,2021-01-01
0,French Southern Territories,ATF,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,French Southern Territories,ATF,oil and gas,oil refining,2020-01-01,2021-01-01
0,French Southern Territories,ATF,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
,French Southern Territories,ATF,power,electricity generation,2020-01-01,2021-01-01
0,French Southern Territories,ATF,power,other energy use,2020-01-01,2021-01-01
,French Southern Territories,ATF,transport,aviation,2020-01-01,2021-01-01
0,French Southern Territories,ATF,transport,other transportation,2020-01-01,2021-01-01
0,French Southern Territories,ATF,transport,railways,2020-01-01,2021-01-01
,French Southern Territories,ATF,transport,roads,2020-01-01,2021-01-01
0,French Southern Territories,ATF,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,French Southern Territories,ATF,waste,open burning waste,2020-01-01,2021-01-01
0,French Southern Territories,ATF,waste,solid waste disposal,2020-01-01,2021-01-01
0,French Southern Territories,ATF,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
451,Antigua and Barbuda,ATG,agriculture,cropland fires,2020-01-01,2021-01-01
13247,Antigua and Barbuda,ATG,agriculture,enteric fermentation,2020-01-01,2021-01-01
4478,Antigua and Barbuda,ATG,agriculture,managed soils,2020-01-01,2021-01-01
1360,Antigua and Barbuda,ATG,agriculture,manure management,2020-01-01,2021-01-01
0,Antigua and Barbuda,ATG,agriculture,rice cultivation,2020-01-01,2021-01-01
8200,Antigua and Barbuda,ATG,buildings,cooking,2020-01-01,2021-01-01
0,Antigua and Barbuda,ATG,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
80231,Antigua and Barbuda,ATG,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Antigua and Barbuda,ATG,extraction,bauxite mining,2020-01-01,2021-01-01
,Antigua and Barbuda,ATG,extraction,coal mining,2020-01-01,2021-01-01
0,Antigua and Barbuda,ATG,extraction,copper mining,2020-01-01,2021-01-01
0,Antigua and Barbuda,ATG,extraction,iron mining,2020-01-01,2021-01-01
48,Antigua and Barbuda,ATG,extraction,rock quarry,2020-01-01,2021-01-01
3,Antigua and Barbuda,ATG,extraction,sand quarry,2020-01-01,2021-01-01
,Antigua and Barbuda,ATG,manufacturing,aluminum,2020-01-01,2021-01-01
,Antigua and Barbuda,ATG,manufacturing,cement production,2020-01-01,2021-01-01
,Antigua and Barbuda,ATG,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Antigua and Barbuda,ATG,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Antigua and Barbuda,ATG,manufacturing,glass production,2020-01-01,2021-01-01
,Antigua and Barbuda,ATG,manufacturing,lime production,2020-01-01,2021-01-01
,Antigua and Barbuda,ATG,manufacturing,nitric acid production,2020-01-01,2021-01-01
38824,Antigua and Barbuda,ATG,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Antigua and Barbuda,ATG,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Antigua and Barbuda,ATG,manufacturing,pulp paper,2020-01-01,2021-01-01
,Antigua and Barbuda,ATG,manufacturing,steel,2020-01-01,2021-01-01
10338235,Antigua and Barbuda,ATG,maritime,shipping,2020-01-01,2021-01-01
0,Antigua and Barbuda,ATG,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Antigua and Barbuda,ATG,oil and gas,oil refining,2020-01-01,2021-01-01
0,Antigua and Barbuda,ATG,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
275000,Antigua and Barbuda,ATG,power,electricity generation,2020-01-01,2021-01-01
0,Antigua and Barbuda,ATG,power,other energy use,2020-01-01,2021-01-01
80263,Antigua and Barbuda,ATG,transport,aviation,2020-01-01,2021-01-01
11713,Antigua and Barbuda,ATG,transport,other transportation,2020-01-01,2021-01-01
0,Antigua and Barbuda,ATG,transport,railways,2020-01-01,2021-01-01
196588,Antigua and Barbuda,ATG,transport,roads,2020-01-01,2021-01-01
0,Antigua and Barbuda,ATG,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,Antigua and Barbuda,ATG,waste,open burning waste,2020-01-01,2021-01-01
36400,Antigua and Barbuda,ATG,waste,solid waste disposal,2020-01-01,2021-01-01
12880,Antigua and Barbuda,ATG,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
2611817,Australia,AUS,agriculture,cropland fires,2020-01-01,2021-01-01
58176247,Australia,AUS,agriculture,enteric fermentation,2020-01-01,2021-01-01
27556806,Australia,AUS,agriculture,managed soils,2020-01-01,2021-01-01
5373892,Australia,AUS,agriculture,manure management,2020-01-01,2021-01-01
67200,Australia,AUS,agriculture,rice cultivation,2020-01-01,2021-01-01
7932404,Australia,AUS,buildings,cooking,2020-01-01,2021-01-01
11982082,Australia,AUS,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
23466200,Australia,AUS,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
465924,Australia,AUS,extraction,bauxite mining,2020-01-01,2021-01-01
,Australia,AUS,extraction,coal mining,2020-01-01,2021-01-01
1045298,Australia,AUS,extraction,copper mining,2020-01-01,2021-01-01
6664000,Australia,AUS,extraction,iron mining,2020-01-01,2021-01-01
110250,Australia,AUS,extraction,rock quarry,2020-01-01,2021-01-01
7270,Australia,AUS,extraction,sand quarry,2020-01-01,2021-01-01
6092890,Australia,AUS,manufacturing,aluminum,2020-01-01,2021-01-01
4373309,Australia,AUS,manufacturing,cement production,2020-01-01,2021-01-01
,Australia,AUS,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Australia,AUS,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Australia,AUS,manufacturing,glass production,2020-01-01,2021-01-01
,Australia,AUS,manufacturing,lime production,2020-01-01,2021-01-01
,Australia,AUS,manufacturing,nitric acid production,2020-01-01,2021-01-01
24997075,Australia,AUS,manufacturing,other manufacturing,2020-01-01,2021-01-01
300720,Australia,AUS,manufacturing,petrochemicals,2020-01-01,2021-01-01
1456773,Australia,AUS,manufacturing,pulp paper,2020-01-01,2021-01-01
7837832,Australia,AUS,manufacturing,steel,2020-01-01,2021-01-01
752974,Australia,AUS,maritime,shipping,2020-01-01,2021-01-01
97847490,Australia,AUS,oil and gas,oil and gas production,2020-01-01,2021-01-01
3863160,Australia,AUS,oil and gas,oil refining,2020-01-01,2021-01-01
27672000,Australia,AUS,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
172838000,Australia,AUS,power,electricity generation,2020-01-01,2021-01-01
7269320,Australia,AUS,power,other energy use,2020-01-01,2021-01-01
8901193,Australia,AUS,transport,aviation,2020-01-01,2021-01-01
1291019,Australia,AUS,transport,other transportation,2020-01-01,2021-01-01
3545544,Australia,AUS,transport,railways,2020-01-01,2021-01-01
101558147,Australia,AUS,transport,roads,2020-01-01,2021-01-01
666400,Australia,AUS,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
535220,Australia,AUS,waste,open burning waste,2020-01-01,2021-01-01
10136000,Australia,AUS,waste,solid waste disposal,2020-01-01,2021-01-01
2606800,Australia,AUS,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
1244,Austria,AUT,agriculture,cropland fires,2020-01-01,2021-01-01
4099774,Austria,AUT,agriculture,enteric fermentation,2020-01-01,2021-01-01
1545531,Austria,AUT,agriculture,managed soils,2020-01-01,2021-01-01
1447167,Austria,AUT,agriculture,manure management,2020-01-01,2021-01-01
0,Austria,AUT,agriculture,rice cultivation,2020-01-01,2021-01-01
0,Austria,AUT,buildings,cooking,2020-01-01,2021-01-01
1834759,Austria,AUT,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
9117508,Austria,AUT,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Austria,AUT,extraction,bauxite mining,2020-01-01,2021-01-01
,Austria,AUT,extraction,coal mining,2020-01-01,2021-01-01
0,Austria,AUT,extraction,copper mining,2020-01-01,2021-01-01
14638,Austria,AUT,extraction,iron mining,2020-01-01,2021-01-01
33228,Austria,AUT,extraction,rock quarry,2020-01-01,2021-01-01
17905,Austria,AUT,extraction,sand quarry,2020-01-01,2021-01-01
,Austria,AUT,manufacturing,aluminum,2020-01-01,2021-01-01
1487937,Austria,AUT,manufacturing,cement production,2020-01-01,2021-01-01
,Austria,AUT,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Austria,AUT,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Austria,AUT,manufacturing,glass production,2020-01-01,2021-01-01
,Austria,AUT,manufacturing,lime production,2020-01-01,2021-01-01
,Austria,AUT,manufacturing,nitric acid production,2020-01-01,2021-01-01
3769797,Austria,AUT,manufacturing,other manufacturing,2020-01-01,2021-01-01
1344756,Austria,AUT,manufacturing,petrochemicals,2020-01-01,2021-01-01
925965,Austria,AUT,manufacturing,pulp paper,2020-01-01,2021-01-01
10048145,Austria,AUT,manufacturing,steel,2020-01-01,2021-01-01
0,Austria,AUT,maritime,shipping,2020-01-01,2021-01-01
,Austria,AUT,oil and gas,oil and gas production,2020-01-01,2021-01-01
2318940,Austria,AUT,oil and gas,oil refining,2020-01-01,2021-01-01
247125,Austria,AUT,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
9519000,Austria,AUT,power,electricity generation,2020-01-01,2021-01-01
2823280,Austria,AUT,power,other energy use,2020-01-01,2021-01-01
1332728,Austria,AUT,transport,aviation,2020-01-01,2021-01-01
614305,Austria,AUT,transport,other transportation,2020-01-01,2021-01-01
123201,Austria,AUT,transport,railways,2020-01-01,2021-01-01
19201404,Austria,AUT,transport,roads,2020-01-01,2021-01-01
146160,Austria,AUT,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
193,Austria,AUT,waste,open burning waste,2020-01-01,2021-01-01
1285200,Austria,AUT,waste,solid waste disposal,2020-01-01,2021-01-01
1383200,Austria,AUT,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
373416,Azerbaijan,AZE,agriculture,cropland fires,2020-01-01,2021-01-01
4129451,Azerbaijan,AZE,agriculture,enteric fermentation,2020-01-01,2021-01-01
2276880,Azerbaijan,AZE,agriculture,managed soils,2020-01-01,2021-01-01
189916,Azerbaijan,AZE,agriculture,manure management,2020-01-01,2021-01-01
31416,Azerbaijan,AZE,agriculture,rice cultivation,2020-01-01,2021-01-01
0,Azerbaijan,AZE,buildings,cooking,2020-01-01,2021-01-01
0,Azerbaijan,AZE,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
7389624,Azerbaijan,AZE,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
